,deal_name,cidade,deal_id,código_inep,cidade_encontrada,link_qedu
172,Universidade Federal do Paraná,Curitiba,1442735641,,"CURITIBA
 ",http://www.qedu.org.br/escola/235375-pipa-encantada-cei-hosp-de-clinicas-ufpr/sobre
173,Tecpar,Curitiba,1442735577,,Curitiba,
174,Escola Viver,Curitiba,1442735559,41389999,"CURITIBA
 ",http://www.qedu.org.br/escola/222162-viver-e-aprender-e-ei-ef/sobre
175,Saber Mais,Curitiba,1442735544,41155254,"CURITIBA
 ",http://www.qedu.org.br/escola/276992-colegio-saber-em/sobre
176,Colégio Adventista Boqueirão,Curitiba,1442729110,41129407,"CURITIBA
 ",http://www.qedu.org.br/escola/223304-colegio-adventista-alto-boqueirao-eiefm/sobre
177,Escola Santa Teresinha Do Menino Jesus,Curitiba,1442729103,41133170,"CURITIBA
 ",http://www.qedu.org.br/escola/236518-escola-santa-teresinha-do-menino-jesus/sobre
178,Grupo Expoente,Curitiba,1442729084,41129318,"CURITIBA
 ",https://www.qedu.org.br/escola/234891-unidade-expoente-agua-verde/censo-escolar
179,A mão cooperadora,Curitiba,1442729027,41356756,"CURITIBA
 ",http://www.qedu.org.br/escola/239654-cei-a-mao-cooperadora-campo-comprido/sobre
180,Colégio Opet,Curitiba,1442727222,41371755,"CURITIBA
 ",https://www.qedu.org.br/escola/223347-col-opet-centro-civico-ed-inf-ens-fund-medio/censo-escolar
181,Youtz,Curitiba,1442722073,,Curitiba,
182,Colégio Alto Padrão,Curitiba,1442721947,41602056,"CURITIBA
 ",http://www.qedu.org.br/escola/226212-ceiefm-alto-padrao/sobre
183,Colégio Cristão Monte Sião WC,Curitiba,1442721800,41133722,"CURITIBA
 ",http://qedu.org.br/escola/222544-crista-monte-siao-e-ei-ef/sobre
184,Ceduca,Curitiba,1442721763,41377460,"CURITIBA
 ",http://www.qedu.org.br/escola/236135-associacao-centro-de-educacao-crista-academica-ceduca/sobre
185,Colégio Curitibano Adventista Bom Retiro,Curitiba,1442721739,41128699,"CURITIBA
 ",http://www.qedu.org.br/escola/227326-col-curitibano-adventista-bom-retiro-eiefm/sobre
186,Complexo Anchieta,Curitiba,1442721691,,"CURITIBA
 ",http://www.qedu.org.br/escola/214051-anchieta-complexo-educ-sc-ltda/censo-escolar
187,Colegio Saint Germain,Curitiba,1442719905,41133072,"CURITIBA
 ",http://www.qedu.org.br/escola/225704-colegio-saint-germain-ltda/sobre
188,Trilhas,Curitiba,1442715828,41155912,"SÃO JOSÉ DOS PINHAIS
 ",http://www.qedu.org.br/escola/278161-trilha-das-araucarias-c-m-e-i/sobre
189,Colégio Adventista Portão,Curitiba,1442715704,41133005,"CURITIBA
 ",https://www.qedu.org.br/escola/235786-colegio-adventista-portao/sobre
190,Escola Terceira Dimensão,Curitiba,1442715700,41405420,"CURITIBA
 ",http://qedu.org.br/escola/221769-escola-terceira-dimensao/censo-escolar
191,Centro de Educação Infantil Maria Cazetta,Curitiba,1442713697,41373561,"CURITIBA
 ",http://www.qedu.org.br/escola/240478-cei-maria-cazetta/sobre
192,Fundação Itaipu,Curitiba,1442713692,,Curitiba,
193,Colégio Passionista,Curitiba,1442713674,41131703,"CURITIBA
 ",http://www.qedu.org.br/escola/238264-colegio-passionista-nossa-senhora-menina/sobre
194,Escola de Aplicação UNINTER,Curitiba,1442385784,41156200,"CURITIBA
 ",https://www.qedu.org.br/escola/278167-ciebja-uninter-ef-m-p/censo-escolar
195,Colégio Passionista Nossa Senhora Menina,Curitiba,1438785610,41131703,"CURITIBA
 ",http://www.qedu.org.br/escola/238264-colegio-passionista-nossa-senhora-menina/sobre
196,Colégio Passionista Nossa Senhora Menina,Curitiba,1438561827,41131703,"CURITIBA
 ",http://www.qedu.org.br/escola/238264-colegio-passionista-nossa-senhora-menina/sobre
197,Colégio Everest Internacional - Curitiba,Curitiba,4670783521,41387392,"CURITIBA
 ",http://www.qedu.org.br/escola/236545-escola-internacional-everest-ei-ef/sobre
198,FARIAS BRITO COLEGIO PRE-VESTIBULAR CENTRAL,Fortaleza,5020101714,23272333,"FORTALEZA
 ",https://www.qedu.org.br/escola/71675-farias-brito-colegio-pre-vestibular-central/censo-escolar
199,Colégio Farias Brito,Fortaleza,5000311704,23065591,"FORTALEZA
 ",http://www.qedu.org.br/escola/65993-farias-brito-colegio-central/sobre
200,Colégio Arí de Sá - Unidadade MÁRIO MAMEDE,Fortaleza,4992738911,23246871,"FORTALEZA
 ",http://www.qedu.org.br/escola/275293-ari-de-sa-cavalcante-sede-mario-mamede-colegio/sobre
201,Colégio Arí de Sá - Unidadade DUQUE DE CAXIAS,Fortaleza,4991908969,23069864,"FORTALEZA
 ",http://www.qedu.org.br/escola/60850-ari-de-sa-cavalcante-colegio-duque-de-de-caxias/sobre
202,Colégio Arí de Sá - Unidadade MAJOR FACUNDO,Fortaleza,4991905139,23235543,"FORTALEZA
 ",http://www.qedu.org.br/escola/260750-ari-de-sa-cavalcante-colegio-major-facundo/sobre
203,Colégio Arí de Sá - Unidadade Aldeota,Fortaleza,4991897485,23272430,"FORTALEZA
 ",http://www.qedu.org.br/escola/65180-colegio-ari-de-sa-cavalcante-sede-aldeota/sobre
204,SAS Adapt — Dashboards,Fortaleza,4967285259,23216530,"TABULEIRO DO NORTE
 ",http://qedu.org.br/escola/60233-escolinha-turma-da-monica/sobre
205,Educa+,Fortaleza,4962974508,23253070,"FORTALEZA
 ",http://www.qedu.org.br/escola/54247-seletivo-instituicao-educacional/sobre
206,Colégio Universo Barcarena,Fortaleza,4936008106,23078251,"FORTALEZA
 ",http://www.qedu.org.br/escola/62107-universo-colegio/sobre
207,Master AD (Upsell),Fortaleza,4933216437,23245573,"FORTALEZA
 ",https://www.qedu.org.br/escola/63573-colegio-master/censo-escolar
208,Educa+ (Academia ENEM - CE),Fortaleza,4910301865,23253070,"FORTALEZA
 ",http://www.qedu.org.br/escola/54247-seletivo-instituicao-educacional/sobre
209,CHRISTUS COLEGIO PRE UNIVERSITARIO,Fortaleza,4828890681,23246880,"FORTALEZA
 ",http://www.qedu.org.br/escola/275226-christus-colegio-pre-universitario/sobre
210,Sistema Ari De Sá De Ensino,Fortaleza,4783154592,23272430,"FORTALEZA
 ",http://www.qedu.org.br/escola/65180-colegio-ari-de-sa-cavalcante-sede-aldeota/sobre
211,Colégio Lourenço Filho,Fortaleza,4764936242,23073209,"FORTALEZA
 ",https://www.qedu.org.br/escola/64515-colegio-lourenco-filho/censo-escolar
212,COLÉGIO VEGA,Fortaleza,4663708296,23462604,"FORTALEZA
 ",https://www.qedu.org.br/escola/71338-colegio-vega/censo-escolar
213,Núcleo Pré Vestibulares,Fortaleza,4641894739,23272333,"FORTALEZA
 ",https://www.qedu.org.br/escola/71675-farias-brito-colegio-pre-vestibular-central/censo-escolar
214,Colégio Lourenço Filho,Fortaleza,4633871267,23073209,"FORTALEZA
 ",https://www.qedu.org.br/escola/64515-colegio-lourenco-filho/censo-escolar
215,JIM WILLSON COLEGIO,Fortaleza,4170448951,23187867,"FORTALEZA
 ",http://www.qedu.org.br/escola/59695-jim-willson-colegio/censo-escolar
216,GURI LTDA INSTITUTO PEDAGOGICO,Fortaleza,4170448950,23070854,"FORTALEZA
 ",https://www.qedu.org.br/escola/67818-guri-ltda-instituto-pedagogico/sobre
217,VIDA VIVA CENTRO EDUCACIONAL,Fortaleza,4170441328,23225890,"FORTALEZA
 ",http://www.qedu.org.br/escola/60332-vida-viva-centro-educacional/sobre
218,IMACULADA CONCEICAO COLEGIO DA,Fortaleza,4170441327,23071133,"FORTALEZA
 ",http://www.qedu.org.br/escola/68089-imaculada-conceicao-colegio-da/sobre
219,PONTES COLEGIO,Fortaleza,4170424019,23070730,"FORTALEZA
 ",http://www.qedu.org.br/escola/62359-colegio-pontes/sobre
220,COLEGIO PADRE JOAO PIAMARTA,Fortaleza,4170424018,23071958,"FORTALEZA
 ",http://www.qedu.org.br/escola/58992-padre-joao-piamarta-colegio/sobre
221,PROVECTO COLEGIO,Fortaleza,4170407019,23265892,"FORTALEZA
 ",http://www.qedu.org.br/escola/60420-colegio-provecto/sobre
222,MARIA ESTER 2 COLEGIO,Fortaleza,4170399068,23259159,"FORTALEZA
 ",https://qedu.org.br/escola/277874-maria-ester-2-colegio/sobre
223,MARIA ESTER COLEGIO,Fortaleza,4170399066,23073578,"FORTALEZA
 ",http://www.qedu.org.br/escola/61452-colegio-maria-ester/sobre
224,ESCOLA PERPETUO SOCORRO,Fortaleza,4170395944,23255889,"FORTALEZA
 ",http://www.qedu.org.br/escola/62318-escola-municipal-nossa-senhora-do-perpetuo-socorro/censo-escolar
225,ESSENCIAL COLEGIO,Fortaleza,4170395943,23263849,"FORTALEZA
 ",http://www.qedu.org.br/escola/60896-colegio-essencial/censo-escolar
226,MAURO BEZERRA COLEGIO,Fortaleza,4170395942,23075600,"FORTALEZA
 ",http://www.qedu.org.br/escola/63637-colegio-mauro-bezerra/sobre
227,SHALOM COLEGIO,Fortaleza,4169828806,23077573,"FORTALEZA
 ",https://www.qedu.org.br/escola/64564-colegio-shalom/censo-escolar
228,DOM FELIPE COLEGIO,Fortaleza,4169459761,23212276,"FORTALEZA
 ",http://qedu.org.br/escola/71198-dom-felipe-colegio/sobre
229,DOM QUINTINO CENTRO DE ESTUDOS,Fortaleza,4168771724,23076690,"FORTALEZA
 ",http://www.qedu.org.br/escola/70571-dom-quintino-centro-de-estudos/sobre
230,PROVECTO COLEGIO,Fortaleza,4168765076,23265892,"FORTALEZA
 ",http://www.qedu.org.br/escola/60420-colegio-provecto/sobre
231,COLEGIO DEOCLECIO FERRO,Fortaleza,4068993056,23067845,"FORTALEZA
 ",http://www.qedu.org.br/escola/53900-colegio-deoclecio-ferro/sobre
232,Master Soluções Educacionais,Fortaleza,3959539410,23245573,"FORTALEZA
 ",https://www.qedu.org.br/escola/63573-colegio-master/censo-escolar
233,Colégio Santos De Farias,Fortaleza,3071083660,23204427,"FORTALEZA
 ",http://qedu.org.br/escola/67626-santos-de-farias-centro-escolar/sobre
234,BATISTA SANTOS DUMONT COL,Fortaleza,2980343343,23065893,"FORTALEZA
 ",http://www.qedu.org.br/escola/61186-batista-santos-dumont-col/sobre
235,Instituto Pedagógico Novo Mundo,Fortaleza,2980335675,23556005,"FORTALEZA
 ",http://www.qedu.org.br/escola/69427-novo-mundo-instituto-pedagogico/sobre
236,Colégio Expansão Educacional,Fortaleza,2980326341,,Fortaleza,
237,Alpha Acompanhamento Escolar,Fortaleza,2980303706,23212063,"FORTALEZA
 ",http://www.qedu.org.br/escola/54492-ce-alfa/sobre
238,SANTA ISABEL COLEGIO,Fortaleza,2980300364,23071400,"FORTALEZA
 ",https://www.qedu.org.br/escola/60955-colegio-santa-isabel/sobre
239,Unip Fortaleza,Fortaleza,2972297378,23226056,"FORTALEZA
 ",http://www.qedu.org.br/escola/59244-universidade-do-saber/sobre
240,Colégio Paiva Andrade,Fortaleza,2919875921,23267194,"FORTALEZA
 ",http://www.qedu.org.br/escola/63536-colegio-paiva-andrade/sobre
241,Escola Monte Sinai,Fortaleza,2887848296,23243910,"FORTALEZA
 ",http://www.qedu.org.br/escola/65395-escola-evangelica-monte-sinai/sobre
242,IPDH Edições,Fortaleza,2882246549,,Fortaleza,
243,Colégio Monsenhor Joviniano Barreto,Fortaleza,2882100065,23072741,"FORTALEZA
 ",http://www.qedu.org.br/escola/60441-joviniano-barreto-colegio-monsenhor/sobre
244,Colégio Conexão Saber,Fortaleza,2790912433,23078286,"FORTALEZA
 ",http://qedu.org.br/escola/62108-colegio-universo-do-saber/sobre
245,Editora IPDH,Fortaleza,2723113013,23271540,"FORTALEZA
 ",http://www.qedu.org.br/escola/66001-escola-municipal-crescer-e-aprender/sobre
246,ESPACO ABERTO,Fortaleza,2455631051,23194669,"FORTALEZA
 ",http://www.qedu.org.br/escola/70925-colegio-espaco-aberto/sobre
247,Sistema Master,Fortaleza,2360103322,23245573,"FORTALEZA
 ",https://www.qedu.org.br/escola/63573-colegio-master/censo-escolar
248,Colégio Conego,Fortaleza,2272060390,23070064,"FORTALEZA
 ",http://www.qedu.org.br/escola/64180-francisco-pereira-colegio-conego/sobre
249,Colégio Antares (Manutenção do Upsell de Licenças),Fortaleza,1993347846,23245980,"FORTALEZA
 ",http://www.qedu.org.br/escola/64323-colegio-antares/sobre
250,Colégio Ágape,Fortaleza,1990203320,23247088,"FORTALEZA
 ",https://www.qedu.org.br/escola/54299-colegio-agape/censo-escolar
251,Colégio Antares (Upsell de licenças),Fortaleza,1977500203,23245980,"FORTALEZA
 ",http://www.qedu.org.br/escola/64323-colegio-antares/sobre
252,Escola Arte Moderna,Fortaleza,1950478211,23275600,"FORTALEZA
 ",http://www.qedu.org.br/escola/65965-colegio-arte-e-saber/sobre
253,Colégio Master,Fortaleza,1939211450,23245573,"FORTALEZA
 ",https://www.qedu.org.br/escola/63573-colegio-master/censo-escolar
254,Curso Alpha Acompanhamento Escolar,Fortaleza,1834986911,23212063,"FORTALEZA
 ",http://www.qedu.org.br/escola/54492-ce-alfa/sobre
255,Colégio Antares,Fortaleza,1807992775,23245980,"FORTALEZA
 ",http://www.qedu.org.br/escola/64323-colegio-antares/sobre
256,Colégio Conexão Saber,Fortaleza,1761544681,23078286,"FORTALEZA
 ",http://qedu.org.br/escola/62108-colegio-universo-do-saber/sobre
257,Colégio Antares,Fortaleza,1601532913,23245980,"FORTALEZA
 ",http://www.qedu.org.br/escola/64323-colegio-antares/sobre
258,Sistema Vem Passar,Fortaleza,1599032987,,"FORTALEZA
 ",https://www.qedu.org.br/escola/64568-colegio-sistema/sobre
259,SAS,Fortaleza,1598037279,23069864,"FORTALEZA
 ",http://www.qedu.org.br/escola/60850-ari-de-sa-cavalcante-colegio-duque-de-de-caxias/sobre
260,Curso Alpha Acompanhamento Escolar,Fortaleza,1491054812,23212063,"FORTALEZA
 ",http://www.qedu.org.br/escola/54492-ce-alfa/sobre
261,Colégio Ateneu do Ceará,Fortaleza,1447092433,23065672,"FORTALEZA
 ",http://www.qedu.org.br/escola/61146-colegio-ateneu-do-ceara/sobre
262,MODELO COLEGIO SC LTDA,Fortaleza,1447075801,23074698,"FORTALEZA
 ",https://www.qedu.org.br/escola/62381-modelo-colegio-sc-ltda/censo-escolar
263,Professor Renato Brito,Fortaleza,1442767044,23272333,"FORTALEZA
 ",https://www.qedu.org.br/escola/71675-farias-brito-colegio-pre-vestibular-central/censo-escolar
264,Colégio Duque de Caxias,Fortaleza,1442767004,23252499,"FORTALEZA
 ",https://www.qedu.org.br/escola/54142-colegio-duque-de-de-caxias/censo-escolar
265,Colégio 7 De Setembro,Fortaleza,1442766958,23077557,"FORTALEZA
 ",http://www.qedu.org.br/escola/64563-7-de-setembro-colegio-ebs/sobre
266,Educadora 7 de Setembro,Fortaleza,1442766919,23077557,"FORTALEZA
 ",http://www.qedu.org.br/escola/64563-7-de-setembro-colegio-ebs/sobre
267,Faculdade Terra Nordeste,Fortaleza,1442766902,23243066,"FORTALEZA
 ",http://qedu.org.br/escola/266282-nosso-mundo-colegio/sobre
268,Colégio Lourenço Castanho,Fortaleza,1442766898,35126718,"SÃO PAULO
 ",https://qedu.org.br/escola/185734-nova-lourenco-castanho-escola-unidade-iv/censo-escolar
269,Colégio Nossa Senhora do Carmo,Fortaleza,1442766884,23066431,"FORTALEZA
 ",http://www.qedu.org.br/escola/70542-colegio-nossa-senhora-do-carmo/sobre
270,Centro Educacional Vila das Letras,Fortaleza,1442766877,23381620,"FORTALEZA
 ",http://www.qedu.org.br/escola/64888-vila-das-letras-centro-educacional-ltda/sobre
271,JUVENAL DE CARVALHO COLEGIO,Fortaleza,1442766857,23072873,"FORTALEZA
 ",http://www.qedu.org.br/escola/62374-colegio-juvenal-de-carvalho/sobre
272,Colegio Monte Sinai,Fortaleza,1442766841,23243910,"FORTALEZA
 ",http://www.qedu.org.br/escola/65395-escola-evangelica-monte-sinai/sobre
273,Colégio Gustavo Braga,Fortaleza,1442766832,23226048,"FORTALEZA
 ",http://qedu.org.br/escola/59243-colegio-emanuel/sobre
274,Colégio Monteiro Lobato,Fortaleza,1442766827,23184620,"FORTALEZA
 ",https://www.qedu.org.br/escola/70285-escola-monteiro-lobato/censo-escolar
275,Colégio Kerigma,Fortaleza,1442755688,,"FORTALEZA
 ",https://www.qedu.org.br/escola/64880-kerigma-junior-colegio/sobre
276,Centro Educacional Bom Jesus,Fortaleza,1442755576,,"FORTALEZA
 ",https://www.qedu.org.br/escola/65332-bom-jesus-centro-educacional/sobre
277,Colégio Educar,Fortaleza,1442755558,23271965,"FORTALEZA
 ",http://www.qedu.org.br/escola/65063-colegio-educar-ensino-fundamental-ltda/censo-escolar
278,Instituto Educacional Globinho,Fortaleza,1442748772,23276002,"FORTALEZA
 ",http://www.qedu.org.br/escola/66311-ie-globinho/sobre
279,Sistema Ari de Sá,Fortaleza,1442748745,23272430,"FORTALEZA
 ",http://www.qedu.org.br/escola/65180-colegio-ari-de-sa-cavalcante-sede-aldeota/sobre
280,Colégio Agnus Ellery,Fortaleza,1442748697,23259205,"FORTALEZA
 ",http://www.qedu.org.br/escola/276501-agnus-ellery-colegio/sobre
281,Colégio J Oliveira,Fortaleza,1442748678,,"FORTALEZA
 ",http://qedu.org.br/escola/69546-j-oliveira-colegio-sede-aldeota/sobre
282,Colégio Zuriel,Fortaleza,1442748656,23317019,"FORTALEZA
 ",http://www.qedu.org.br/escola/65454-colegio-zuriel/sobre
283,Instituto Maria Júlia,Fortaleza,1442748648,23432632,"FORTALEZA
 ",http://qedu.org.br/escola/64687-instituto-maria-julia/sobre
284,EEF Luis de França,Fortaleza,1442748629,23073330,"FORTALEZA
 ",http://www.qedu.org.br/escola/59521-eef-luiz-de-franca-lima-filho/censo-escolar
285,Colégio José de Alencar,Fortaleza,1442748615,23188065,"FORTALEZA
 ",http://www.qedu.org.br/escola/57793-colegio-jose-de-alencar/sobre
286,Colégio Atrius,Fortaleza,1442748614,23274000,"FORTALEZA
 ",http://www.qedu.org.br/escola/65540-colegio-atrius-educacional-eireli-me/censo-escolar
287,EVANDRO AYRES DE MOURA CENTRO EDUCACIONAL,Fortaleza,1442748588,23186704,"FORTALEZA
 ",http://www.qedu.org.br/escola/58508-ce-evandro-ayres-de-moura/sobre
288,Instituto Educacional Vieira,Fortaleza,1442748582,23323620,"FORTALEZA
 ",http://www.qedu.org.br/escola/65449-ie-vieira/sobre
289,Centro Educacional Pincél Mágico,Fortaleza,1442748577,29785626,"SALVADOR
 ",http://www.qedu.org.br/escola/131790-centro-educacional-pincel-magico/sobre
290,Colégio Angelus,Fortaleza,1442748511,23076402,"FORTALEZA
 ",http://www.qedu.org.br/escola/64961-eeief-angelus-ltda-colegio/sobre
291,Renascer Centro Educacional,Fortaleza,1442748505,23076992,"FORTALEZA
 ",http://www.qedu.org.br/escola/57036-ce-renascer/sobre
292,Colégio Jim Wilson,Fortaleza,1442748490,23382627,"FORTALEZA
 ",http://www.qedu.org.br/escola/64986-jim-wilson-ensino-fundamental-sc-ltda/sobre
293,Colégio Piamarta Montese,Fortaleza,1442748468,23071958,"FORTALEZA
 ",http://www.qedu.org.br/escola/58992-padre-joao-piamarta-colegio/sobre
294,Colégio Santo Tomás de Aquino,Fortaleza,1442748431,23078081,"FORTALEZA
 ",http://www.qedu.org.br/escola/59397-tomas-de-aquino-colegio/sobre
295,Centro Educacional Carvalho Barbosa,Fortaleza,1442748430,,"FORTALEZA
 ",http://www.qedu.org.br/escola/62163-ce-carvalho-barbosa/sobre
296,CASTRO COLEGIO,Fortaleza,1442747161,23065753,"FORTALEZA
 ",http://www.qedu.org.br/escola/63277-colegio-castro/sobre
297,Colégio Alternativo Colaço,Fortaleza,1442747128,23226129,"FORTALEZA
 ",https://www.qedu.org.br/escola/56489-colegio-alternativo/sobre
298,Centro Educacional Doris Jhonson,Fortaleza,1442741663,23068060,"FORTALEZA
 ",http://www.qedu.org.br/escola/58484-doris-johnson-centro-educacional/censo-escolar
299,Faculdade Ari de Sá,Fortaleza,1442741617,23272430,"FORTALEZA
 ",http://www.qedu.org.br/escola/65180-colegio-ari-de-sa-cavalcante-sede-aldeota/sobre
300,Colégio Exodus,Fortaleza,1442741596,23186763,"FORTALEZA
 ",http://www.qedu.org.br/escola/58759-colegio-exodus/sobre
301,Centro Educacional Carvalho Brasil,Fortaleza,1442741505,,"FORTALEZA
 ",http://www.qedu.org.br/escola/62163-ce-carvalho-barbosa/sobre
302,Profº Ygor,Fortaleza,1442741476,23072431,"FORTALEZA
 ",https://www.qedu.org.br/escola/71341-prof-jose-maria-campos-de-oliveira-uv-08-eem/censo-escolar
303,Colégio Teles,Fortaleza,1442741475,23212004,"FORTALEZA
 ",http://www.qedu.org.br/escola/54491-teles-colegio-01/sobre
304,Colégio Santa Cecilia,Fortaleza,1442741437,23066814,"FORTALEZA
 ",http://www.qedu.org.br/escola/54391-cecilia-colegio-santa/sobre
305,Instituto Comenius De Educação,Fortaleza,1442741347,29452031,"SALVADOR
 ",http://qedu.org.br/escola/270217-instituto-comenius-de-educacao/sobre
306,Colégio Nossa Senhora das Graças,Fortaleza,1442735820,23070722,"FORTALEZA
 ",http://www.qedu.org.br/escola/62358-colegio-nossa-senhora-das-gracas/sobre
307,Cepep Cursos Técnicos Escola Técnica,Fortaleza,1442735752,,Fortaleza,
308,SANTO INACIO COLEGIO,Fortaleza,1442735751,23071141,"FORTALEZA
 ",http://www.qedu.org.br/escola/68090-colegio-santo-inacio/sobre
309,Professor Delano,Fortaleza,1442735744,23188375,"FORTALEZA
 ",http://www.qedu.org.br/escola/57798-escola-municipal-professor-clodoaldo-pinto/censo-escolar
310,Colégio Raio de Luz,Fortaleza,1442735682,23440635,"FORTALEZA
 ",http://www.qedu.org.br/escola/69998-colegio-raio-de-luz/censo-escolar
311,Colégio Ebenézer,Fortaleza,1442735667,23192720,"FORTALEZA
 ",http://www.qedu.org.br/escola/58064-colegio-ebenezer/sobre
312,Colégio João Cosmo,Fortaleza,1442735660,23564148,"FORTALEZA
 ",http://www.qedu.org.br/escola/260843-colegio-joao-cosmo/censo-escolar
313,Colégio Presidente Médici,Fortaleza,1442735629,23074264,"FORTALEZA
 ",http://www.qedu.org.br/escola/65668-medici-instituto-educacional-presidente/sobre
314,Escola Estadual de Ensino Fundamental e Médio Visconde do Rio Branco,Fortaleza,1442735610,23078529,"FORTALEZA
 ",https://www.qedu.org.br/escola/55297-visconde-do-rio-branco-eefm/sobre
